country,year,continent,lifeExp
Korea Dem. Rep.,1992,Asia,69.978
Korea Dem. Rep.,1997,Asia,67.727
Korea Dem. Rep.,2002,Asia,66.662
Korea Dem. Rep.,2007,Asia,67.297
Korea Rep.,1952,Asia,47.453
Korea Rep.,1957,Asia,52.681
Korea Rep.,1962,Asia,55.292
Korea Rep.,1967,Asia,57.716
Korea Rep.,1972,Asia,62.612
Korea Rep.,1977,Asia,64.766
Korea Rep.,1982,Asia,67.123
Korea Rep.,1987,Asia,69.81
Korea Rep.,1992,Asia,72.244
Korea Rep.,1997,Asia,74.647
Korea Rep.,2002,Asia,77.045
Korea Rep.,2007,Asia,78.623
Kuwait,1952,Asia,55.565
Kuwait,1957,Asia,58.033
Kuwait,1962,Asia,60.47
Kuwait,1967,Asia,64.624
Kuwait,1972,Asia,67.712
Kuwait,1977,Asia,69.343
Kuwait,1982,Asia,71.309
Kuwait,1987,Asia,74.174
Kuwait,1992,Asia,75.19
Kuwait,1997,Asia,76.156
Kuwait,2002,Asia,76.904
Kuwait,2007,Asia,77.588
Lebanon,1952,Asia,55.928
Lebanon,1957,Asia,59.489
Lebanon,1962,Asia,62.094
Lebanon,1967,Asia,63.87
Lebanon,1972,Asia,65.421
Lebanon,1977,Asia,66.099
Lebanon,1982,Asia,66.983
Lebanon,1987,Asia,67.926
Lebanon,1992,Asia,69.292
Lebanon,1997,Asia,70.265
Lebanon,2002,Asia,71.028
Lebanon,2007,Asia,71.993
Lesotho,1952,Africa,42.138
Lesotho,1957,Africa,45.047
Lesotho,1962,Africa,47.747
Lesotho,1967,Africa,48.492
Lesotho,1972,Africa,49.767
Lesotho,1977,Africa,52.208
Lesotho,1982,Africa,55.078
Lesotho,1987,Africa,57.18
Lesotho,1992,Africa,59.685
Lesotho,1997,Africa,55.558
Lesotho,2002,Africa,44.593
Lesotho,2007,Africa,42.592
Liberia,1952,Africa,38.48
Liberia,1957,Africa,39.486
Liberia,1962,Africa,40.502
Liberia,1967,Africa,41.536
Liberia,1972,Africa,42.614
Liberia,1977,Africa,43.764
Liberia,1982,Africa,44.852
Liberia,1987,Africa,46.027
Liberia,1992,Africa,40.802
Liberia,1997,Africa,42.221
Liberia,2002,Africa,43.753
Liberia,2007,Africa,45.678
Libya,1952,Africa,42.723
Libya,1957,Africa,45.289
Libya,1962,Africa,47.808
Libya,1967,Africa,50.227
Libya,1972,Africa,52.773
Libya,1977,Africa,57.442
Libya,1982,Africa,62.155
Libya,1987,Africa,66.234
Libya,1992,Africa,68.755
Libya,1997,Africa,71.555
Libya,2002,Africa,72.737
Libya,2007,Africa,73.952
Madagascar,1952,Africa,36.681
Madagascar,1957,Africa,38.865
Madagascar,1962,Africa,40.848
Madagascar,1967,Africa,42.881
Madagascar,1972,Africa,44.851
Madagascar,1977,Africa,46.881
Madagascar,1982,Africa,48.969
Madagascar,1987,Africa,49.35
Madagascar,1992,Africa,52.214
Madagascar,1997,Africa,54.978
Madagascar,2002,Africa,57.286
Madagascar,2007,Africa,59.443
Malawi,1952,Africa,36.256
Malawi,1957,Africa,37.207
Malawi,1962,Africa,38.41
Malawi,1967,Africa,39.487
Malawi,1972,Africa,41.766
Malawi,1977,Africa,43.767
Malawi,1982,Africa,45.642
Malawi,1987,Africa,47.457
Malawi,1992,Africa,49.42
Malawi,1997,Africa,47.495
Malawi,2002,Africa,45.009
Malawi,2007,Africa,48.303
Malaysia,1952,Asia,48.463
Malaysia,1957,Asia,52.102
Malaysia,1962,Asia,55.737
Malaysia,1967,Asia,59.371
Malaysia,1972,Asia,63.01
Malaysia,1977,Asia,65.256
Malaysia,1982,Asia,68
Malaysia,1987,Asia,69.5
Malaysia,1992,Asia,70.693
Malaysia,1997,Asia,71.938
Malaysia,2002,Asia,73.044
Malaysia,2007,Asia,74.241
Mali,1952,Africa,33.685
Mali,1957,Africa,35.307
Mali,1962,Africa,36.936
Mali,1967,Africa,38.487
Mali,1972,Africa,39.977
Mali,1977,Africa,41.714
Mali,1982,Africa,43.916
Mali,1987,Africa,46.364
Mali,1992,Africa,48.388
Mali,1997,Africa,49.903
Mali,2002,Africa,51.818
Mali,2007,Africa,54.467
Mauritania,1952,Africa,40.543
Mauritania,1957,Africa,42.338
Mauritania,1962,Africa,44.248
Mauritania,1967,Africa,46.289
Mauritania,1972,Africa,48.437
Mauritania,1977,Africa,50.852
Mauritania,1982,Africa,53.599
Mauritania,1987,Africa,56.145
Mauritania,1992,Africa,58.333
Mauritania,1997,Africa,60.43
Mauritania,2002,Africa,62.247
Mauritania,2007,Africa,64.164
Mauritius,1952,Africa,50.986
Mauritius,1957,Africa,58.089
Mauritius,1962,Africa,60.246
Mauritius,1967,Africa,61.557
Mauritius,1972,Africa,62.944
Mauritius,1977,Africa,64.93
Mauritius,1982,Africa,66.711
Mauritius,1987,Africa,68.74
Mauritius,1992,Africa,69.745
Mauritius,1997,Africa,70.736
Mauritius,2002,Africa,71.954
Mauritius,2007,Africa,72.801
Mexico,1952,Americas,50.789
Mexico,1957,Americas,55.19
Mexico,1962,Americas,58.299
Mexico,1967,Americas,60.11
Mexico,1972,Americas,62.361
Mexico,1977,Americas,65.032
Mexico,1982,Americas,67.405
Mexico,1987,Americas,69.498
Mexico,1992,Americas,71.455
Mexico,1997,Americas,73.67
Mexico,2002,Americas,74.902
Mexico,2007,Americas,76.195
Mongolia,1952,Asia,42.244
Mongolia,1957,Asia,45.248
Mongolia,1962,Asia,48.251
Mongolia,1967,Asia,51.253
Mongolia,1972,Asia,53.754
Mongolia,1977,Asia,55.491
Mongolia,1982,Asia,57.489
Mongolia,1987,Asia,60.222
Mongolia,1992,Asia,61.271
Mongolia,1997,Asia,63.625
Mongolia,2002,Asia,65.033
Mongolia,2007,Asia,66.803
Montenegro,1952,Europe,59.164
Montenegro,1957,Europe,61.448
Montenegro,1962,Europe,63.728
Montenegro,1967,Europe,67.178
Montenegro,1972,Europe,70.636
Montenegro,1977,Europe,73.066
Montenegro,1982,Europe,74.101
Montenegro,1987,Europe,74.865
Montenegro,1992,Europe,75.435
Montenegro,1997,Europe,75.445
Montenegro,2002,Europe,73.981
Montenegro,2007,Europe,74.543
Morocco,1952,Africa,42.873
Morocco,1957,Africa,45.423
Morocco,1962,Africa,47.924
Morocco,1967,Africa,50.335
Morocco,1972,Africa,52.862
Morocco,1977,Africa,55.73
Morocco,1982,Africa,59.65
Morocco,1987,Africa,62.677
Morocco,1992,Africa,65.393
Morocco,1997,Africa,67.66
Morocco,2002,Africa,69.615
Morocco,2007,Africa,71.164
Mozambique,1952,Africa,31.286
Mozambique,1957,Africa,33.779
Mozambique,1962,Africa,36.161
Mozambique,1967,Africa,38.113
Mozambique,1972,Africa,40.328
Mozambique,1977,Africa,42.495
Mozambique,1982,Africa,42.795
Mozambique,1987,Africa,42.861
Mozambique,1992,Africa,44.284
Mozambique,1997,Africa,46.344
Mozambique,2002,Africa,44.026
Mozambique,2007,Africa,42.082
Myanmar,1952,Asia,36.319
Myanmar,1957,Asia,41.905
Myanmar,1962,Asia,45.108
Myanmar,1967,Asia,49.379
Myanmar,1972,Asia,53.07
Myanmar,1977,Asia,56.059
Myanmar,1982,Asia,58.056
Myanmar,1987,Asia,58.339
Myanmar,1992,Asia,59.32
Myanmar,1997,Asia,60.328
Myanmar,2002,Asia,59.908
Myanmar,2007,Asia,62.069
Namibia,1952,Africa,41.725
Namibia,1957,Africa,45.226
Namibia,1962,Africa,48.386
Namibia,1967,Africa,51.159
Namibia,1972,Africa,53.867
Namibia,1977,Africa,56.437
Namibia,1982,Africa,58.968
Namibia,1987,Africa,60.835
Namibia,1992,Africa,61.999
Namibia,1997,Africa,58.909
Namibia,2002,Africa,51.479
Namibia,2007,Africa,52.906
Nepal,1952,Asia,36.157
Nepal,1957,Asia,37.686
Nepal,1962,Asia,39.393
Nepal,1967,Asia,41.472
Nepal,1972,Asia,43.971
Nepal,1977,Asia,46.748
Nepal,1982,Asia,49.594
Nepal,1987,Asia,52.537
Nepal,1992,Asia,55.727
Nepal,1997,Asia,59.426
Nepal,2002,Asia,61.34
Nepal,2007,Asia,63.785
Netherlands,1952,Europe,72.13
Netherlands,1957,Europe,72.99
Netherlands,1962,Europe,73.23
Netherlands,1967,Europe,73.82
Netherlands,1972,Europe,73.75
Netherlands,1977,Europe,75.24
Netherlands,1982,Europe,76.05
Netherlands,1987,Europe,76.83
Netherlands,1992,Europe,77.42
Netherlands,1997,Europe,78.03
Netherlands,2002,Europe,78.53
Netherlands,2007,Europe,79.762
New Zealand,1952,Oceania,69.39
New Zealand,1957,Oceania,70.26
New Zealand,1962,Oceania,71.24
New Zealand,1967,Oceania,71.52
New Zealand,1972,Oceania,71.89
New Zealand,1977,Oceania,72.22
New Zealand,1982,Oceania,73.84
New Zealand,1987,Oceania,74.32
New Zealand,1992,Oceania,76.33
New Zealand,1997,Oceania,77.55
New Zealand,2002,Oceania,79.11
New Zealand,2007,Oceania,80.204
Nicaragua,1952,Americas,42.314
Nicaragua,1957,Americas,45.432
Nicaragua,1962,Americas,48.632
Nicaragua,1967,Americas,51.884
Nicaragua,1972,Americas,55.151
Nicaragua,1977,Americas,57.47
Nicaragua,1982,Americas,59.298
Nicaragua,1987,Americas,62.008
Nicaragua,1992,Americas,65.843
Nicaragua,1997,Americas,68.426
Nicaragua,2002,Americas,70.836
Nicaragua,2007,Americas,72.899
Niger,1952,Africa,37.444
Niger,1957,Africa,38.598
Niger,1962,Africa,39.487
Niger,1967,Africa,40.118
Niger,1972,Africa,40.546
Niger,1977,Africa,41.291
Niger,1982,Africa,42.598
Niger,1987,Africa,44.555
Niger,1992,Africa,47.391
Niger,1997,Africa,51.313
Niger,2002,Africa,54.496
Niger,2007,Africa,56.867
Nigeria,1952,Africa,36.324
Nigeria,1957,Africa,37.802
Nigeria,1962,Africa,39.36
Nigeria,1967,Africa,41.04
Nigeria,1972,Africa,42.821
Nigeria,1977,Africa,44.514
Nigeria,1982,Africa,45.826
Nigeria,1987,Africa,46.886
Nigeria,1992,Africa,47.472
Nigeria,1997,Africa,47.464
Nigeria,2002,Africa,46.608
Nigeria,2007,Africa,46.859
Norway,1952,Europe,72.67
Norway,1957,Europe,73.44
Norway,1962,Europe,73.47
Norway,1967,Europe,74.08
Norway,1972,Europe,74.34
Norway,1977,Europe,75.37
Norway,1982,Europe,75.97
Norway,1987,Europe,75.89
Norway,1992,Europe,77.32
Norway,1997,Europe,78.32
Norway,2002,Europe,79.05
Norway,2007,Europe,80.196
Oman,1952,Asia,37.578
Oman,1957,Asia,40.08
Oman,1962,Asia,43.165
Oman,1967,Asia,46.988
Oman,1972,Asia,52.143
Oman,1977,Asia,57.367
Oman,1982,Asia,62.728
Oman,1987,Asia,67.734
Oman,1992,Asia,71.197
Oman,1997,Asia,72.499
Oman,2002,Asia,74.193
Oman,2007,Asia,75.64
Pakistan,1952,Asia,43.436
Pakistan,1957,Asia,45.557
Pakistan,1962,Asia,47.67
Pakistan,1967,Asia,49.8
Pakistan,1972,Asia,51.929
Pakistan,1977,Asia,54.043
Pakistan,1982,Asia,56.158
Pakistan,1987,Asia,58.245
Pakistan,1992,Asia,60.838
Pakistan,1997,Asia,61.818
Pakistan,2002,Asia,63.61
Pakistan,2007,Asia,65.483
Panama,1952,Americas,55.191
Panama,1957,Americas,59.201
Panama,1962,Americas,61.817
Panama,1967,Americas,64.071
Panama,1972,Americas,66.216
Panama,1977,Americas,68.681
Panama,1982,Americas,70.472
Panama,1987,Americas,71.523
Panama,1992,Americas,72.462
Panama,1997,Americas,73.738
Panama,2002,Americas,74.712
Panama,2007,Americas,75.537
Paraguay,1952,Americas,62.649
Paraguay,1957,Americas,63.196
Paraguay,1962,Americas,64.361
Paraguay,1967,Americas,64.951
Paraguay,1972,Americas,65.815
Paraguay,1977,Americas,66.353
Paraguay,1982,Americas,66.874
Paraguay,1987,Americas,67.378
Paraguay,1992,Americas,68.225
Paraguay,1997,Americas,69.4
Paraguay,2002,Americas,70.755
Paraguay,2007,Americas,71.752
Peru,1952,Americas,43.902
Peru,1957,Americas,46.263
Peru,1962,Americas,49.096
Peru,1967,Americas,51.445
Peru,1972,Americas,55.448
Peru,1977,Americas,58.447
Peru,1982,Americas,61.406
Peru,1987,Americas,64.134
Peru,1992,Americas,66.458
Peru,1997,Americas,68.386
Peru,2002,Americas,69.906
Peru,2007,Americas,71.421
Philippines,1952,Asia,47.752
Philippines,1957,Asia,51.334
Philippines,1962,Asia,54.757
Philippines,1967,Asia,56.393
Philippines,1972,Asia,58.065
Philippines,1977,Asia,60.06
Philippines,1982,Asia,62.082
Philippines,1987,Asia,64.151
Philippines,1992,Asia,66.458
Philippines,1997,Asia,68.564
Philippines,2002,Asia,70.303
Philippines,2007,Asia,71.688
Poland,1952,Europe,61.31
Poland,1957,Europe,65.77
Poland,1962,Europe,67.64
Poland,1967,Europe,69.61
Poland,1972,Europe,70.85
Poland,1977,Europe,70.67
Poland,1982,Europe,71.32
Poland,1987,Europe,70.98
Poland,1992,Europe,70.99
Poland,1997,Europe,72.75
Poland,2002,Europe,74.67
Poland,2007,Europe,75.563
Portugal,1952,Europe,59.82
Portugal,1957,Europe,61.51
Portugal,1962,Europe,64.39
Portugal,1967,Europe,66.6
Portugal,1972,Europe,69.26
Portugal,1977,Europe,70.41
Portugal,1982,Europe,72.77
Portugal,1987,Europe,74.06
Portugal,1992,Europe,74.86
Portugal,1997,Europe,75.97
Portugal,2002,Europe,77.29
Portugal,2007,Europe,78.098
Puerto Rico,1952,Americas,64.28
Puerto Rico,1957,Americas,68.54
Puerto Rico,1962,Americas,69.62
Puerto Rico,1967,Americas,71.1
Puerto Rico,1972,Americas,72.16
Puerto Rico,1977,Americas,73.44
Puerto Rico,1982,Americas,73.75
Puerto Rico,1987,Americas,74.63
Puerto Rico,1992,Americas,73.911
Puerto Rico,1997,Americas,74.917
Puerto Rico,2002,Americas,77.778
Puerto Rico,2007,Americas,78.746
Reunion,1952,Africa,52.724
Reunion,1957,Africa,55.09
Reunion,1962,Africa,57.666
Reunion,1967,Africa,60.542
Reunion,1972,Africa,64.274
Reunion,1977,Africa,67.064
Reunion,1982,Africa,69.885
Reunion,1987,Africa,71.913
Reunion,1992,Africa,73.615
Reunion,1997,Africa,74.772
Reunion,2002,Africa,75.744
Reunion,2007,Africa,76.442
Romania,1952,Europe,61.05
Romania,1957,Europe,64.1
Romania,1962,Europe,66.8
Romania,1967,Europe,66.8
Romania,1972,Europe,69.21
Romania,1977,Europe,69.46
Romania,1982,Europe,69.66
Romania,1987,Europe,69.53
Romania,1992,Europe,69.36
Romania,1997,Europe,69.72
Romania,2002,Europe,71.322
Romania,2007,Europe,72.476
Rwanda,1952,Africa,40
Rwanda,1957,Africa,41.5
Rwanda,1962,Africa,43
Rwanda,1967,Africa,44.1
Rwanda,1972,Africa,44.6
Rwanda,1977,Africa,45
Rwanda,1982,Africa,46.218
Rwanda,1987,Africa,44.02
Rwanda,1992,Africa,23.599
Rwanda,1997,Africa,36.087
Rwanda,2002,Africa,43.413
Rwanda,2007,Africa,46.242
Sao Tome and Principe,1952,Africa,46.471
Sao Tome and Principe,1957,Africa,48.945
Sao Tome and Principe,1962,Africa,51.893
Sao Tome and Principe,1967,Africa,54.425
Sao Tome and Principe,1972,Africa,56.48
Sao Tome and Principe,1977,Africa,58.55
Sao Tome and Principe,1982,Africa,60.351
Sao Tome and Principe,1987,Africa,61.728
Sao Tome and Principe,1992,Africa,62.742
Sao Tome and Principe,1997,Africa,63.306
Sao Tome and Principe,2002,Africa,64.337
Sao Tome and Principe,2007,Africa,65.528
Saudi Arabia,1952,Asia,39.875
Saudi Arabia,1957,Asia,42.868
Saudi Arabia,1962,Asia,45.914
Saudi Arabia,1967,Asia,49.901
Saudi Arabia,1972,Asia,53.886
Saudi Arabia,1977,Asia,58.69
Saudi Arabia,1982,Asia,63.012
Saudi Arabia,1987,Asia,66.295
Saudi Arabia,1992,Asia,68.768
Saudi Arabia,1997,Asia,70.533
Saudi Arabia,2002,Asia,71.626
Saudi Arabia,2007,Asia,72.777
Senegal,1952,Africa,37.278
Senegal,1957,Africa,39.329
Senegal,1962,Africa,41.454
Senegal,1967,Africa,43.563
Senegal,1972,Africa,45.815
Senegal,1977,Africa,48.879
Senegal,1982,Africa,52.379
Senegal,1987,Africa,55.769
Senegal,1992,Africa,58.196
Senegal,1997,Africa,60.187
Senegal,2002,Africa,61.6
Senegal,2007,Africa,63.062
Serbia,1952,Europe,57.996
Serbia,1957,Europe,61.685
Serbia,1962,Europe,64.531
Serbia,1967,Europe,66.914
Serbia,1972,Europe,68.7
Serbia,1977,Europe,70.3
Serbia,1982,Europe,70.162
Serbia,1987,Europe,71.218
Serbia,1992,Europe,71.659
Serbia,1997,Europe,72.232
Serbia,2002,Europe,73.213
Serbia,2007,Europe,74.002
Sierra Leone,1952,Africa,30.331
Sierra Leone,1957,Africa,31.57
Sierra Leone,1962,Africa,32.767
Sierra Leone,1967,Africa,34.113
Sierra Leone,1972,Africa,35.4
Sierra Leone,1977,Africa,36.788
Sierra Leone,1982,Africa,38.445
Sierra Leone,1987,Africa,40.006
Sierra Leone,1992,Africa,38.333
Sierra Leone,1997,Africa,39.897
Sierra Leone,2002,Africa,41.012
Sierra Leone,2007,Africa,42.568
Singapore,1952,Asia,60.396
Singapore,1957,Asia,63.179
Singapore,1962,Asia,65.798
Singapore,1967,Asia,67.946
Singapore,1972,Asia,69.521
Singapore,1977,Asia,70.795
Singapore,1982,Asia,71.76
Singapore,1987,Asia,73.56
Singapore,1992,Asia,75.788
Singapore,1997,Asia,77.158
Singapore,2002,Asia,78.77
Singapore,2007,Asia,79.972
Slovak Republic,1952,Europe,64.36
Slovak Republic,1957,Europe,67.45
Slovak Republic,1962,Europe,70.33
Slovak Republic,1967,Europe,70.98
Slovak Republic,1972,Europe,70.35
Slovak Republic,1977,Europe,70.45
Slovak Republic,1982,Europe,70.8
Slovak Republic,1987,Europe,71.08
Slovak Republic,1992,Europe,71.38
Slovak Republic,1997,Europe,72.71
Slovak Republic,2002,Europe,73.8
Slovak Republic,2007,Europe,74.663
Slovenia,1952,Europe,65.57
Slovenia,1957,Europe,67.85
Slovenia,1962,Europe,69.15
Slovenia,1967,Europe,69.18
Slovenia,1972,Europe,69.82
Slovenia,1977,Europe,70.97
Slovenia,1982,Europe,71.063
Slovenia,1987,Europe,72.25
Slovenia,1992,Europe,73.64
Slovenia,1997,Europe,75.13
Slovenia,2002,Europe,76.66
Slovenia,2007,Europe,77.926
Somalia,1952,Africa,32.978
Somalia,1957,Africa,34.977
Somalia,1962,Africa,36.981
Somalia,1967,Africa,38.977
Somalia,1972,Africa,40.973
Somalia,1977,Africa,41.974
Somalia,1982,Africa,42.955
Somalia,1987,Africa,44.501
Somalia,1992,Africa,39.658
Somalia,1997,Africa,43.795
Somalia,2002,Africa,45.936
Somalia,2007,Africa,48.159
South Africa,1952,Africa,45.009
South Africa,1957,Africa,47.985
South Africa,1962,Africa,49.951
South Africa,1967,Africa,51.927
South Africa,1972,Africa,53.696
South Africa,1977,Africa,55.527
South Africa,1982,Africa,58.161
South Africa,1987,Africa,60.834
South Africa,1992,Africa,61.888
South Africa,1997,Africa,60.236
South Africa,2002,Africa,53.365
South Africa,2007,Africa,49.339
Spain,1952,Europe,64.94
Spain,1957,Europe,66.66
Spain,1962,Europe,69.69
Spain,1967,Europe,71.44
Spain,1972,Europe,73.06
Spain,1977,Europe,74.39
Spain,1982,Europe,76.3
Spain,1987,Europe,76.9
Spain,1992,Europe,77.57
Spain,1997,Europe,78.77
Spain,2002,Europe,79.78
Spain,2007,Europe,80.941
Sri Lanka,1952,Asia,57.593
Sri Lanka,1957,Asia,61.456
Sri Lanka,1962,Asia,62.192
Sri Lanka,1967,Asia,64.266
Sri Lanka,1972,Asia,65.042
Sri Lanka,1977,Asia,65.949
Sri Lanka,1982,Asia,68.757
Sri Lanka,1987,Asia,69.011
Sri Lanka,1992,Asia,70.379
Sri Lanka,1997,Asia,70.457
Sri Lanka,2002,Asia,70.815
Sri Lanka,2007,Asia,72.396
Sudan,1952,Africa,38.635
Sudan,1957,Africa,39.624
Sudan,1962,Africa,40.87
Sudan,1967,Africa,42.858
Sudan,1972,Africa,45.083
Sudan,1977,Africa,47.8
Sudan,1982,Africa,50.338
Sudan,1987,Africa,51.744
Sudan,1992,Africa,53.556
Sudan,1997,Africa,55.373
Sudan,2002,Africa,56.369
Sudan,2007,Africa,58.556
Swaziland,1952,Africa,41.407
Swaziland,1957,Africa,43.424
Swaziland,1962,Africa,44.992
Swaziland,1967,Africa,46.633
Swaziland,1972,Africa,49.552
Swaziland,1977,Africa,52.537
Swaziland,1982,Africa,55.561
Swaziland,1987,Africa,57.678
Swaziland,1992,Africa,58.474
Swaziland,1997,Africa,54.289
Swaziland,2002,Africa,43.869
Swaziland,2007,Africa,39.613
Sweden,1952,Europe,71.86
Sweden,1957,Europe,72.49
Sweden,1962,Europe,73.37
Sweden,1967,Europe,74.16
Sweden,1972,Europe,74.72
Sweden,1977,Europe,75.44
Sweden,1982,Europe,76.42
Sweden,1987,Europe,77.19
Sweden,1992,Europe,78.16
Sweden,1997,Europe,79.39
Sweden,2002,Europe,80.04
Sweden,2007,Europe,80.884
Switzerland,1952,Europe,69.62
Switzerland,1957,Europe,70.56
Switzerland,1962,Europe,71.32
Switzerland,1967,Europe,72.77
Switzerland,1972,Europe,73.78
Switzerland,1977,Europe,75.39
Switzerland,1982,Europe,76.21
Switzerland,1987,Europe,77.41
Switzerland,1992,Europe,78.03
Switzerland,1997,Europe,79.37
Switzerland,2002,Europe,80.62
Switzerland,2007,Europe,81.701
Syria,1952,Asia,45.883
Syria,1957,Asia,48.284
Syria,1962,Asia,50.305
Syria,1967,Asia,53.655
Syria,1972,Asia,57.296
Syria,1977,Asia,61.195
Syria,1982,Asia,64.59
Syria,1987,Asia,66.974
Syria,1992,Asia,69.249
Syria,1997,Asia,71.527
Syria,2002,Asia,73.053
Syria,2007,Asia,74.143
Taiwan,1952,Asia,58.5
Taiwan,1957,Asia,62.4
Taiwan,1962,Asia,65.2
Taiwan,1967,Asia,67.5
Taiwan,1972,Asia,69.39
Taiwan,1977,Asia,70.59
Taiwan,1982,Asia,72.16
Taiwan,1987,Asia,73.4
Taiwan,1992,Asia,74.26
Taiwan,1997,Asia,75.25
Taiwan,2002,Asia,76.99
Taiwan,2007,Asia,78.4
Tanzania,1952,Africa,41.215
Tanzania,1957,Africa,42.974
Tanzania,1962,Africa,44.246
Tanzania,1967,Africa,45.757
Tanzania,1972,Africa,47.62
Tanzania,1977,Africa,49.919
Tanzania,1982,Africa,50.608
Tanzania,1987,Africa,51.535
Tanzania,1992,Africa,50.44
Tanzania,1997,Africa,48.466
Tanzania,2002,Africa,49.651
Tanzania,2007,Africa,52.517
Thailand,1952,Asia,50.848
Thailand,1957,Asia,53.63
Thailand,1962,Asia,56.061
Thailand,1967,Asia,58.285
Thailand,1972,Asia,60.405
Thailand,1977,Asia,62.494
Thailand,1982,Asia,64.597
Thailand,1987,Asia,66.084
Thailand,1992,Asia,67.298
Thailand,1997,Asia,67.521
Thailand,2002,Asia,68.564
Thailand,2007,Asia,70.616
Togo,1952,Africa,38.596
Togo,1957,Africa,41.208
Togo,1962,Africa,43.922
Togo,1967,Africa,46.769
Togo,1972,Africa,49.759
Togo,1977,Africa,52.887
Togo,1982,Africa,55.471
Togo,1987,Africa,56.941
Togo,1992,Africa,58.061
Togo,1997,Africa,58.39
Togo,2002,Africa,57.561
Togo,2007,Africa,58.42
Trinidad and Tobago,1952,Americas,59.1
Trinidad and Tobago,1957,Americas,61.8
Trinidad and Tobago,1962,Americas,64.9
Trinidad and Tobago,1967,Americas,65.4
Trinidad and Tobago,1972,Americas,65.9
Trinidad and Tobago,1977,Americas,68.3
Trinidad and Tobago,1982,Americas,68.832
Trinidad and Tobago,1987,Americas,69.582
Trinidad and Tobago,1992,Americas,69.862
Trinidad and Tobago,1997,Americas,69.465
Trinidad and Tobago,2002,Americas,68.976
Trinidad and Tobago,2007,Americas,69.819
Tunisia,1952,Africa,44.6
Tunisia,1957,Africa,47.1
Tunisia,1962,Africa,49.579
Tunisia,1967,Africa,52.053
Tunisia,1972,Africa,55.602
Tunisia,1977,Africa,59.837
Tunisia,1982,Africa,64.048
Tunisia,1987,Africa,66.894
Tunisia,1992,Africa,70.001
Tunisia,1997,Africa,71.973
Tunisia,2002,Africa,73.042
Tunisia,2007,Africa,73.923
Turkey,1952,Europe,43.585
Turkey,1957,Europe,48.079
Turkey,1962,Europe,52.098
Turkey,1967,Europe,54.336
Turkey,1972,Europe,57.005
Turkey,1977,Europe,59.507
Turkey,1982,Europe,61.036
Turkey,1987,Europe,63.108
Turkey,1992,Europe,66.146
Turkey,1997,Europe,68.835
Turkey,2002,Europe,70.845
Turkey,2007,Europe,71.777
Uganda,1952,Africa,39.978
Uganda,1957,Africa,42.571
Uganda,1962,Africa,45.344
Uganda,1967,Africa,48.051
Uganda,1972,Africa,51.016
Uganda,1977,Africa,50.35
Uganda,1982,Africa,49.849
Uganda,1987,Africa,51.509
Uganda,1992,Africa,48.825
Uganda,1997,Africa,44.578
Uganda,2002,Africa,47.813
Uganda,2007,Africa,51.542
United Kingdom,1952,Europe,69.18
United Kingdom,1957,Europe,70.42
United Kingdom,1962,Europe,70.76
United Kingdom,1967,Europe,71.36
United Kingdom,1972,Europe,72.01
United Kingdom,1977,Europe,72.76
United Kingdom,1982,Europe,74.04
United Kingdom,1987,Europe,75.007
United Kingdom,1992,Europe,76.42
United Kingdom,1997,Europe,77.218
United Kingdom,2002,Europe,78.471
United Kingdom,2007,Europe,79.425
United States,1952,Americas,68.44
United States,1957,Americas,69.49
United States,1962,Americas,70.21
United States,1967,Americas,70.76
United States,1972,Americas,71.34
United States,1977,Americas,73.38
United States,1982,Americas,74.65
United States,1987,Americas,75.02
United States,1992,Americas,76.09
United States,1997,Americas,76.81
United States,2002,Americas,77.31
United States,2007,Americas,78.242
Uruguay,1952,Americas,66.071
Uruguay,1957,Americas,67.044
Uruguay,1962,Americas,68.253
Uruguay,1967,Americas,68.468
Uruguay,1972,Americas,68.673
Uruguay,1977,Americas,69.481
Uruguay,1982,Americas,70.805
Uruguay,1987,Americas,71.918
Uruguay,1992,Americas,72.752
Uruguay,1997,Americas,74.223
Uruguay,2002,Americas,75.307
Uruguay,2007,Americas,76.384
Venezuela,1952,Americas,55.088
Venezuela,1957,Americas,57.907
Venezuela,1962,Americas,60.77
Venezuela,1967,Americas,63.479
Venezuela,1972,Americas,65.712
Venezuela,1977,Americas,67.456
Venezuela,1982,Americas,68.557
Venezuela,1987,Americas,70.19
Venezuela,1992,Americas,71.15
Venezuela,1997,Americas,72.146
Venezuela,2002,Americas,72.766
Venezuela,2007,Americas,73.747
Vietnam,1952,Asia,40.412
Vietnam,1957,Asia,42.887
Vietnam,1962,Asia,45.363
Vietnam,1967,Asia,47.838
Vietnam,1972,Asia,50.254
Vietnam,1977,Asia,55.764
Vietnam,1982,Asia,58.816
Vietnam,1987,Asia,62.82
Vietnam,1992,Asia,67.662
Vietnam,1997,Asia,70.672
Vietnam,2002,Asia,73.017
Vietnam,2007,Asia,74.249
West Bank and Gaza,1952,Asia,43.16
West Bank and Gaza,1957,Asia,45.671
West Bank and Gaza,1962,Asia,48.127
West Bank and Gaza,1967,Asia,51.631
West Bank and Gaza,1972,Asia,56.532
West Bank and Gaza,1977,Asia,60.765
West Bank and Gaza,1982,Asia,64.406
West Bank and Gaza,1987,Asia,67.046
West Bank and Gaza,1992,Asia,69.718
West Bank and Gaza,1997,Asia,71.096
West Bank and Gaza,2002,Asia,72.37
West Bank and Gaza,2007,Asia,73.422
